# mu=0.0121504632922363 L1_x=-0.836915727639612 L2_x=-1.15568169499938
orbit_id,x0,y0,z0,vx0,vy0,vz0,T,nu1,nu2,lambda_max
113,-1.06185639142785,0,-0.199953940325136,0,0.174876760322878,0,2.06568398827309,0.901808962556392,-1.24890628526197,0.555259100737148
114,-1.0624245007436,0,-0.200090026255123,0,0.17568838589551,0,2.07412790402779,0.893896286498412,-1.22720213059665,0.546062861051095
115,-1.06299559243269,0,-0.200222662832324,0,0.176498488921704,0,2.08262057925551,0.886144503562926,-1.20434698015586,0.53594190238148
116,-1.06356970366753,0,-0.200352358750971,0,0.177306932207979,0,2.09116924164192,0.878535969023212,-1.18027228222763,0.52470100539632
117,-1.06414687734609,0,-0.200479193897509,0,0.178113646837889,0,2.09977623622144,0.871087110383837,-1.1549359518747,0.512143736963695
118,-1.06472716413472,0,-0.200603623029188,0,0.178918500795364,0,2.10844846256315,0.863781261751451,-1.12825952119431,0.497987757369479
119,-1.06531059727517,0,-0.200724380538855,0,0.179721639478665,0,2.11717238045665,0.856761766639769,-1.10031955368437,0.482139304234877
120,-1.06589723953665,0,-0.200842631313706,0,0.180522809402712,0,2.12596347687975,0.849954344176919,-1.07097270194928,0.464205682988001
121,-1.06648712524246,0,-0.200957403253935,0,0.181322102730076,0,2.13481170252772,0.843490607678562,-1.04027987944684,0.444216360434328
122,-1.06708027998284,0,-0.201067924752132,0,0.182119574471316,0,2.14370920424471,0.837501837384573,-1.00830412168739,0.422660367044076
123,-1.06767678137911,0,-0.201175285284851,0,0.18291497857422,0,2.15267093018004,0.831932604726512,-0.97490511042122,0.400934946881431
124,-1.06827661178952,0,-0.201277503521296,0,0.183708558003273,0,2.16167406867647,0.827073698101113,-0.940312781074808,0.383439683704482
125,-1.06887989842572,0,-0.20137674895058,0,0.184499888066606,0,2.17074722383109,0.822759326633427,-0.904252682633551,0.376973912256191
126,-1.06948666991637,0,-0.201472223396571,0,0.185289014789178,0,2.17988238486421,0.819169140354564,-0.866820702858173,0.386852081399589
127,-1.0700969807582,0,-0.201563843226375,0,0.186075866008339,0,2.18908043417414,0.81641857585883,-0.828036414062875,0.409914449560412
128,-1.07071088570601,0,-0.201651496517873,0,0.186860369923416,0,2.19834195629187,0.814645874864563,-0.787937515270068,0.438620687752528
129,-1.0713284036449,0,-0.201734488844698,0,0.187642543458122,0,2.20766003585404,0.814097325351386,-0.746680152174824,0.46757678521654
130,-1.07194963556896,0,-0.201813457047778,0,0.188422187431632,0,2.21704498978559,0.81485947658078,-0.704221984342618,0.494868732665597
131,-1.07257463120171,0,-0.201888121902615,0,0.189199243114918,0,2.22649543680829,0.817176899827824,-0.660693869034247,0.519876438092173
132,-1.0732034293106,0,-0.201958092158472,0,0.189973664900095,0,2.23600849539561,0.82135546053339,-0.616287601823006,0.54257261956262
133,-1.07383602881281,0,-0.20202259085203,0,0.190745463122,0,2.24557600437786,0.827820716130753,-0.571327770517273,0.563045491865949
134,-1.07447252029335,0,-0.2020819482469,0,0.191514467808924,0,2.25520461695492,0.836865366091897,-0.525959356176636,0.581680826249391
135,-1.07511288978829,0,-0.202135344250831,0,0.192280687349394,0,2.26488545997065,0.849042149735701,-0.480629765211473,0.598575960655744
136,-1.07575732477759,0,-0.202183933681148,0,0.193043810138588,0,2.27463685168307,0.864592292704464,-0.435371211396052,0.61421079347254
137,-1.07640587640826,0,-0.202227410153006,0,0.193803746653293,0,2.28445733856141,0.884075290958382,-0.390588961164871,0.628710748367272
138,-1.0770585009391,0,-0.202264737053951,0,0.194560518311933,0,2.29433503843915,0.908260243920712,-0.3469386447088,0.642036361827431
139,-1.07771530695365,0,-0.202296187131567,0,0.195313932558674,0,2.30427649357291,0.937694664820599,-0.304770765150791,0.654388145713701
140,-1.07837635097126,0,-0.202321570070053,0,0.196063861701691,0,2.31428182891346,0.973035683842513,-0.264561329741507,0.665853295257975
141,-1.07904169060172,0,-0.202340697969966,0,0.19681016957376,0,2.32435126529174,1.01493022227331,-0.226765548077548,0.676503747619531
142,-1.07971148718271,0,-0.202354018807537,0,0.197552605787139,0,2.33449464020922,1.06385170539908,-0.191596352874205,0.686526211665296
143,-1.08038563560982,0,-0.202360282569966,0,0.198291189754133,0,2.3446965221729,1.12055693540542,-0.159685612488383,0.695759498461759
144,-1.08106418115662,0,-0.202359283268822,0,0.199025762777286,0,2.35495680812848,1.18547834741129,-0.131248369161597,0.704235787907396
145,-1.0817471745072,0,-0.202350834981,0,0.199756154817604,0,2.36527577912045,1.25892972037028,-0.106366217287853,0.711981509497426
146,-1.08243466298184,0,-0.202334732028397,0,0.200482188705151,0,2.37565347254687,1.34112002179253,-0.0850039419060625,0.719010183290249
147,-1.08312670447392,0,-0.202310816178174,0,0.20120366839786,0,2.38609075219516,1.43215972739253,-0.0670071828491208,0.725338085726227
